user_id,amount,hour,location_change,device_change,txn_count_1h,is_fraud
4298,1785.6846582308067,6,0,1,1,1
1982,328.97853996716117,13,1,0,1,1
996,565.2690482585764,14,1,0,2,1
4912,695.1817021070259,3,1,1,2,1
3343,1872.5223793015632,7,0,1,2,1
4552,934.4309084940711,18,0,0,1,0
3799,1409.5623885088448,18,0,1,1,1
1276,2102.150182648233,4,1,1,3,1
1017,6259.515041703596,21,0,1,3,1
338,2894.9561537738446,2,0,1,2,1
879,1039.251061147563,9,1,1,1,1
1077,2758.839089016078,14,1,1,3,1
4888,5979.269042153842,1,1,1,1,1
3994,1383.8180773645836,20,1,0,0,1
4860,1056.9507130250884,9,0,0,2,0
380,162.46067308613092,21,0,0,2,0
493,4458.118606924643,15,0,1,3,1
2063,565.8780922610534,2,1,0,2,1
3885,132.1896429707448,6,1,0,2,1
65,1540.9356347591836,18,1,0,3,1
2569,3740.3024783988544,14,0,1,2,1
2028,1043.8912974869756,11,0,1,2,1
2696,3056.337792359692,1,0,1,0,1
1496,3620.612899513494,12,0,1,1,1
392,1211.7513904756759,19,1,1,1,1
4515,1787.8605314952636,18,1,1,0,1
4475,1526.7629240075612,6,1,0,4,1
3562,5600.194854208667,23,0,1,1,1
2279,2585.649457927641,2,0,0,3,0
3100,5189.696907616733,5,0,1,2,1
201,496.9483035349327,0,0,1,2,1
4876,742.8140076897022,20,1,0,4,1
3105,147.10680952790023,1,1,1,1,1
4599,1385.9262217868425,0,0,0,2,0
2455,4141.735672490052,22,0,0,2,0
3646,791.5643699631323,3,0,0,2,0
805,274.57884911969376,4,1,0,1,1
2732,141.80278653255436,1,0,0,1,0
2774,1186.6046776916683,15,0,0,2,0
1571,358.30535311439377,7,0,1,4,1
2691,849.6140115015223,14,0,1,3,1
3841,3429.3725141270734,10,1,0,2,1
1029,969.170476936066,9,1,1,0,1
503,1882.5552315799957,2,1,1,1,1
4494,1394.9533017024246,22,1,0,5,1
871,2535.482216545241,10,1,0,1,1
4489,339.5965050524718,16,0,0,0,0
207,5062.513705557595,9,0,0,0,0
1485,2063.587224342334,16,0,0,6,1
864,632.0361612949278,13,0,0,3,0
2791,263.0752387680691,22,0,0,2,0
564,324.392231794656,0,0,0,0,0
4192,3052.611596676793,8,1,0,1,1
1758,1773.9981700141511,23,0,0,1,0
1679,958.5191980478901,23,0,1,2,1
3243,809.6331754465909,14,1,0,3,1
4637,3872.52572982383,3,1,1,0,1
1060,4155.087068575338,19,1,0,2,1
1723,1741.0198894401778,20,0,1,4,1
3315,1486.962147124804,2,0,1,3,1
3158,3390.515004240549,19,1,1,0,1
2626,2767.277219857005,20,1,0,2,1
2730,1022.735485797996,6,1,0,4,1
1598,172.7257595297937,20,1,0,1,1
3061,2926.351738452109,21,0,1,0,1
2694,369.5315523885185,2,1,0,0,1
4892,33.02498069129208,21,1,0,1,1
3628,3706.878403807354,21,0,1,3,1
1364,1726.7033503427,14,0,1,1,1
1982,4445.073119027422,9,1,0,3,1
1664,1325.5777191349737,15,0,0,3,0
1530,5220.42554527645,16,0,1,0,1
2039,873.8240847539607,22,1,0,1,1
3303,2578.4950337215587,18,1,0,1,1
2238,716.1704737597947,0,0,1,2,1
1307,2.3286838220326955,0,1,1,1,1
4030,955.2476895170645,20,1,0,0,1
2676,2677.03237470288,13,0,0,2,0
1283,325.0947526200901,1,0,1,4,1
710,1405.595326901882,1,0,1,3,1
4745,477.33049613572456,19,0,0,3,0
4414,155.11053757408854,9,0,0,2,0
3749,1921.8021923884526,14,1,1,3,1
4780,6071.75992025038,14,0,0,3,0
664,744.1696188043812,6,1,1,2,1
1999,1738.078741920074,7,1,0,1,1
3446,6141.056806440263,10,1,1,1,1
3744,2102.4081578856362,15,1,1,2,1
1496,2236.283316742013,22,1,1,1,1
3305,394.29019697190785,6,0,1,3,1
3764,1356.9494147775524,19,1,1,2,1
1854,914.83117495919,8,1,1,2,1
4660,1273.3705719436693,18,0,0,2,0
1292,3227.1587172104114,23,1,1,2,1
3582,1234.962799326672,0,0,0,1,0
3458,129.8252958452545,17,1,0,0,1
1637,4719.192800857031,7,0,1,0,1
3697,1574.1065978287404,7,0,1,1,1
3000,5167.09580813116,21,1,0,2,1
3153,1698.9214515191447,7,0,1,3,1
699,144.3594223735792,13,0,1,1,1
2161,1609.809085080087,23,1,0,1,1
4098,1714.8125759561726,1,1,1,1,1
4738,482.4619930775628,2,1,1,2,1
855,1273.6436560772381,6,1,1,3,1
3475,1230.3048732153939,2,1,1,1,1
1708,1950.3632565947082,14,1,1,2,1
2778,601.167480866387,10,0,0,4,0
1734,1743.34431314343,1,1,1,1,1
4932,551.3806373020533,21,1,0,2,1
3511,1182.7893116952835,17,1,1,2,1
203,261.82553264172753,13,1,0,3,1
3256,76.02802257371306,17,1,1,2,1
4219,773.0530785699493,1,1,1,0,1
4497,641.9862195128414,3,1,1,1,1
767,1044.9056233557487,13,1,1,0,1
4390,6539.423710809381,6,1,0,3,1
2328,1477.2487155078647,14,0,0,0,0
2932,1611.1841565372392,5,0,1,5,1
198,5680.914353522385,4,0,0,1,0
1931,5080.343328578959,19,1,0,1,1
3583,4310.261347469956,17,1,0,3,1
609,206.26985940230384,10,0,0,2,0
3273,2011.8697459336045,7,1,0,2,1
1148,3301.551126571879,11,0,0,4,0
4283,3610.5977037328284,17,1,0,2,1
3398,1725.059895373993,14,1,1,1,1
2512,35.30080685659279,7,1,1,2,1
1795,7277.354033761391,3,1,0,4,1
660,1278.0632155795993,20,0,0,3,0
2812,1000.4173513379324,14,1,0,0,1
1370,1004.8841075255037,10,0,1,2,1
1987,1103.8191942906244,0,1,0,2,1
147,554.6206724818842,1,0,1,2,1
3220,793.0116028982413,7,1,1,1,1
2912,8447.669034045499,15,1,0,0,1
1735,918.2634867250974,0,1,0,2,1
1844,1496.1573977884666,2,1,1,4,1
489,3771.625189785089,17,0,1,3,1
2977,1499.129525992287,15,0,1,2,1
1960,784.4663400519241,20,0,0,1,0
2386,1483.628807631669,19,0,0,3,0
2920,242.2714979355404,19,0,1,2,1
4737,278.5401237717782,12,1,0,2,1
1803,2369.043302616261,19,0,1,4,1
4062,4988.960435226781,3,0,1,1,1
3370,2586.9063334227208,3,0,1,0,1
263,155.08702129701902,21,1,0,3,1
624,1031.3266499611643,1,0,1,1,1
1017,5.113708471455409,12,0,1,2,1
3644,1431.6313337885686,12,0,0,2,0
4977,429.37006353920486,19,0,1,2,1
2050,4052.1298984065784,6,1,1,2,1
3724,220.3777577510883,6,1,1,3,1
4549,2.8688538912594765,16,0,1,1,1
3109,1199.8457789239098,9,1,1,0,1
4091,337.8631377109053,11,1,1,3,1
2057,2678.717601045494,22,0,1,1,1
3171,5049.8262484052575,21,1,1,2,1
1683,85.68559974242396,15,1,1,2,1
2256,1006.9789051777047,1,1,0,2,1
1155,11498.590953881232,21,1,0,2,1
4500,2638.5575957764877,20,1,1,1,1
3192,6123.21617505277,8,1,0,4,1
1697,358.4525886489665,11,1,0,2,1
3992,500.4349275980347,16,1,0,2,1
4724,336.39058532470375,15,0,0,1,0
4683,720.130035433014,4,1,0,3,1
1649,2577.493868578714,18,1,1,5,1
1446,360.5193536799361,16,1,1,1,1
4200,1485.6584437770061,21,0,1,0,1
3924,627.2580550477436,2,0,0,2,0
254,3534.4745712397394,16,1,0,2,1
3184,13.228462438530645,14,0,0,3,0
2558,504.92578269530185,18,0,0,0,0
99,1858.9584255008954,14,1,0,0,1
2201,203.42436224847654,17,0,1,4,1
2962,1255.8885701332604,11,0,1,2,1
4974,1146.137284001143,11,0,0,1,0
4434,3828.166187641603,23,0,0,0,0
3778,1963.7779922386326,2,0,0,2,0
2870,2041.6479693893125,10,0,0,2,0
3235,6065.107967663664,22,0,0,4,0
3792,8075.215010930336,9,1,0,3,1
957,2119.1374063606986,21,0,1,2,1
4068,1476.2951605723829,14,0,1,2,1
161,1872.5790549910523,22,0,1,1,1
4494,963.970097462339,10,1,1,0,1
1301,8757.124000526555,22,1,1,3,1
4912,2441.703982660499,0,1,0,3,1
3988,687.8186710825869,19,0,1,3,1
1528,119.00388982375479,3,1,0,1,1
1219,91.50561444273976,20,0,1,3,1
4497,458.6074237215231,20,1,1,2,1
4736,530.310251659348,7,0,1,3,1
3105,1072.4424044337788,19,0,0,1,0
2736,483.75083383316104,12,0,0,1,0
4556,1993.431859209826,16,1,1,2,1
955,474.62372600561645,14,1,1,2,1
4566,416.2058094784859,20,1,1,2,1
3447,1274.4298980389685,0,1,1,5,1
1046,4390.487868040393,2,1,0,6,1
1694,1263.3723579327818,23,0,0,0,0
3437,1068.3548152930505,20,0,0,2,0
563,1725.9497788667281,22,1,1,2,1
2486,594.6937295876195,16,0,1,3,1
3355,872.1678973591776,21,1,0,3,1
226,481.17782025545836,23,0,1,1,1
4894,1696.3764881581417,21,0,0,2,0
960,2390.604746563432,3,1,0,1,1
4549,2239.867820967391,7,0,0,1,0
3068,588.2531017058155,14,1,0,3,1
816,3025.0598899811757,7,0,1,2,1
4755,591.3039363967075,13,0,0,1,0
4643,325.7710551797907,5,0,0,0,0
3121,860.9774531630011,23,0,1,1,1
17,1821.3335976018152,21,1,1,1,1
1244,306.30659863013454,14,1,0,3,1
2206,2088.7432231850225,19,0,0,1,0
2525,3976.5415987624656,21,1,1,2,1
1070,693.8467487242608,8,1,1,3,1
3445,1196.4254739989929,23,1,1,0,1
2566,518.3458311112907,22,0,1,2,1
1061,896.521000339276,4,1,0,0,1
2328,44.431036392141536,12,1,1,0,1
3421,6148.226561123423,6,1,1,3,1
302,1075.332645494019,16,1,0,3,1
4277,3110.563483253296,7,0,1,1,1
607,307.8027756380423,4,0,0,1,0
3171,3346.4072682537853,22,1,1,3,1
700,3934.33126300946,6,1,1,5,1
1140,2513.8832747819893,7,1,0,1,1
191,4670.38858058533,6,0,0,1,0
2301,365.91662968620324,21,1,0,2,1
981,1294.3670765369143,11,1,0,2,1
2976,1935.7446199184806,5,0,1,2,1
1185,1813.636330747014,20,0,0,0,0
3328,3947.151764435947,20,1,0,1,1
3395,485.90534559381183,3,0,0,1,0
128,386.30520079574734,22,0,1,1,1
2066,584.3940855036822,2,0,0,2,0
1817,4442.932994674976,4,0,1,2,1
570,5661.353937113103,18,0,0,1,0
1896,1686.2204348921077,7,0,0,4,0
2734,1391.7896420202974,4,0,1,5,1
3864,1859.6924274274102,12,0,1,0,1
4722,1915.8284379591266,9,1,1,1,1
4015,373.39351996846386,5,1,0,2,1
2902,2319.343380322519,0,0,0,2,0
1687,1204.2417901694357,10,1,0,1,1
3010,1457.0594864985123,19,1,1,2,1
155,61.57131397071757,8,1,1,2,1
2538,2892.5697445677333,15,0,0,1,0
1410,3608.8137584297037,14,1,1,0,1
4058,1932.1259143719942,4,1,1,1,1
785,2762.4037819428345,14,1,0,2,1
3176,1479.2452648111118,0,1,0,1,1
4342,1926.5203487647887,14,0,0,2,0
2807,1003.6382699913669,3,1,0,2,1
538,3139.2257740449854,15,1,0,1,1
1842,1263.2423735512914,21,1,0,1,1
2456,2280.199661850283,6,0,0,2,0
525,1942.7052825238413,22,1,0,1,1
2951,2423.435561321426,7,0,0,3,0
4132,3076.243651241317,20,0,0,3,0
4781,1437.805990830462,21,0,1,3,1
4116,3353.9987882931705,1,1,0,4,1
2369,1375.3532916033603,11,0,0,3,0
3848,6276.174000323208,1,0,0,5,0
4496,2794.077743308085,13,0,1,2,1
2702,375.4120133128932,18,1,1,1,1
972,3539.0310764855158,19,1,0,6,1
1167,1604.084139780609,5,0,0,0,0
4930,8328.799163245378,21,1,0,2,1
2775,2537.5136884355124,18,1,1,7,1
1983,176.33116908781398,16,1,1,4,1
854,1004.9228283637011,2,0,0,5,0
4147,1456.6179596417712,19,1,0,1,1
3737,3652.87081848617,9,1,0,2,1
3770,2613.8246121552897,23,0,1,0,1
575,922.040428397423,12,0,1,1,1
3262,2119.356430314643,19,1,1,2,1
1149,1720.3450049749554,22,1,0,2,1
1716,269.4701968953632,17,0,1,3,1
4778,535.3894943576272,18,1,0,0,1
4934,834.4347304359022,16,0,1,0,1
3855,435.0273734763553,7,0,0,4,0
2492,325.35281515836016,17,1,0,2,1
2661,119.91994701499159,6,0,0,2,0
3125,4128.7522440612665,22,1,0,3,1
3052,682.0065428476925,10,1,1,2,1
5,685.883931528742,2,0,0,1,0
4870,461.91837151893645,1,1,1,5,1
877,1290.2284035427465,18,1,1,2,1
992,1444.089310893451,23,0,1,1,1
4143,467.09840214692764,10,1,1,5,1
4365,1875.8988843589837,7,0,0,0,0
4466,2567.475253847734,10,0,0,3,0
636,936.2989735509536,1,1,1,0,1
1694,1761.131555359715,11,1,0,1,1
1683,1395.5232421247194,8,1,0,7,1
4753,435.1889478140587,5,1,0,1,1
120,2618.748039954198,11,0,1,3,1
831,3233.4591424031482,17,1,1,2,1
3676,2092.7596297421383,4,1,0,1,1
1370,782.8168193871022,21,1,0,3,1
741,5228.914655758411,16,0,0,2,0
117,1215.2545865587576,15,0,1,0,1
2839,618.1614256465123,11,0,1,3,1
1151,1049.2900832185046,1,1,1,2,1
1932,2355.798661261186,15,0,1,2,1
1013,3740.7196487548013,0,0,0,5,0
1665,881.9011696641991,19,1,1,3,1
1082,529.557914610539,1,1,0,1,1
4730,1969.6377718351418,12,0,1,4,1
513,5082.067852390279,15,0,1,2,1
2850,404.95064545764603,0,1,0,3,1
560,3249.2998847818526,18,1,0,1,1
3673,1294.8460196397898,3,0,1,1,1
4584,3214.006796161858,19,0,1,1,1
4993,1408.5826925850429,2,0,0,1,0
3344,947.470042242299,1,0,1,2,1
4071,2386.3361076132023,11,0,1,2,1
4800,4617.755593074686,23,1,1,3,1
1471,772.0654821414191,12,1,0,2,1
581,1235.145070402458,17,0,1,1,1
2295,521.1733200965816,4,1,0,2,1
3148,405.23497842547704,22,1,1,2,1
4250,3009.1663308409256,11,1,1,3,1
1680,447.94808387330534,18,1,1,2,1
3507,3153.149455582855,0,1,0,4,1
2745,1121.4925348141649,8,0,0,3,0
3357,10616.219676440414,0,0,0,2,1
4046,439.6516675394329,23,1,0,2,1
1244,195.17713023635372,17,0,1,2,1
3119,156.85966891377836,22,1,0,3,1
2142,3608.692762875581,2,1,1,0,1
3060,1151.7109705014805,5,0,0,3,0
4549,6.258481235578243,21,1,1,4,1
2960,4155.228224945716,3,0,1,1,1
2266,4189.857819006921,23,1,1,1,1
2480,3284.0944679576937,11,1,0,4,1
4647,570.8851188013103,11,1,1,0,1
1636,932.828860482198,4,0,0,1,0
1758,2732.4049254154943,22,0,0,1,0
4453,1344.1539508527064,20,1,1,1,1
2071,334.0618966627504,12,0,0,0,0
2850,556.2511353786222,11,1,0,4,1
3252,7193.660936201863,3,0,1,3,1
3731,327.42308646865206,5,1,0,1,1
2490,2589.8438968766905,18,1,0,2,1
1632,1300.24552388695,5,1,0,0,1
2817,2761.4331681789276,5,0,1,2,1
1016,2164.178544161525,10,1,0,0,1
1349,1156.664880510825,21,0,1,6,1
4612,873.635484880442,13,0,1,2,1
3088,2807.7703880213367,2,0,0,1,0
2840,780.5852085592957,7,0,1,0,1
336,3100.1833214852845,3,0,1,0,1
4593,2277.8879713854813,15,1,0,1,1
896,1723.9326305726088,17,1,0,1,1
3547,920.2678227758427,6,0,0,2,0
852,459.0310127552486,10,0,1,1,1
1688,2478.6459905160423,7,1,0,3,1
1932,191.5888938607258,19,1,0,1,1
3747,7049.596909157798,5,0,1,3,1
2428,7702.6005053698855,23,0,0,0,0
1569,279.03596097627894,15,0,0,3,0
4001,219.48536885932188,4,0,0,1,0
2739,1064.4959963714482,5,1,1,3,1
3499,6630.953649172019,5,1,0,3,1
3914,1022.6878468905103,1,0,1,3,1
1067,904.4912275511896,6,0,1,2,1
4381,2431.989957188787,8,0,0,1,0
2445,393.8097241433667,14,0,0,3,0
4108,902.9871518053495,20,1,0,2,1
3374,688.6669603394924,13,0,0,6,1
3970,1840.269333823743,20,1,1,2,1
2547,355.2720291373269,12,0,0,3,0
754,1591.2515087033396,4,1,1,4,1
2083,3897.4805593149144,16,0,0,3,0
2775,1443.7952716392426,4,0,0,0,0
2897,2300.842697962726,23,1,1,5,1
4186,156.45940928325672,2,1,1,2,1
776,1192.0611911114033,8,1,1,2,1
1626,199.40459043401157,8,0,0,3,0
3070,1829.891652264198,21,1,0,0,1
418,659.939089336398,3,0,0,1,0
115,677.2935251568601,19,0,1,1,1
617,159.74670784351014,10,1,1,2,1
3975,742.8169350969013,16,1,1,3,1
3268,1413.1830121317173,13,1,1,3,1
826,1757.3161309409559,9,0,0,1,0
1517,137.9833528520953,4,0,1,5,1
3147,2107.9998829625365,20,0,0,1,0
413,1342.2851773774864,20,1,1,3,1
729,1539.6591152425217,16,1,0,1,1
3349,3577.0893695922573,15,0,0,3,0
2809,837.7890973758159,0,1,0,4,1
676,382.44477108318654,9,0,0,1,0
3466,1605.0768427382866,11,1,0,3,1
2505,5801.641347625704,17,1,0,0,1
2968,1459.0814037715095,0,1,0,0,1
2787,3566.5373261579075,23,0,1,2,1
1123,2829.651511409867,11,1,1,0,1
4080,1460.9953612658173,19,0,1,0,1
1572,2085.7201328072665,5,0,1,2,1
2144,1044.0434136180268,7,0,1,1,1
1688,1512.7222321783572,13,0,1,0,1
4133,1415.6517966462493,4,1,0,1,1
3852,2469.6226757922213,21,0,0,0,0
3441,1055.2021609512208,3,1,0,3,1
3767,210.2035929729019,21,0,0,1,0
2327,3109.042846232937,15,1,1,0,1
2915,2309.432185811343,5,0,1,2,1
4969,5996.408871956483,2,1,0,2,1
3953,1119.738255514011,3,0,1,1,1
596,162.86627104833067,21,0,1,4,1
729,259.3496463454501,7,1,1,3,1
1366,2968.427865041499,13,1,0,4,1
4493,140.3241439966927,6,1,0,0,1
699,4768.15751239044,3,1,1,2,1
396,661.5970369142382,18,0,1,2,1
4172,4582.875721373592,10,1,1,1,1
4361,2970.0811440959656,14,0,0,1,0
2503,4099.005022174371,23,1,1,1,1
1820,481.69797252618065,15,1,1,3,1
718,1811.164029879262,5,0,0,1,0
2783,196.52515825772343,11,1,1,0,1
4947,451.9971649279465,7,1,0,3,1
3578,741.8439838361086,9,1,0,1,1
144,2700.407788081109,10,1,0,1,1
4981,50.049813334257685,8,1,1,4,1
3141,4668.508267613297,16,1,1,5,1
4492,146.87011906364103,13,1,1,3,1
2939,944.7815775932702,2,1,0,3,1
3637,169.13337897544375,8,1,1,1,1
3223,2930.3967416081687,19,1,1,0,1
1168,304.7061974957297,17,0,0,4,0
2617,4321.423115592654,16,1,0,0,1
1063,1510.9900154985883,4,1,1,6,1
2157,5931.291665945832,19,1,0,1,1
2983,685.9975321761383,20,1,1,2,1
3295,1211.431007371476,20,0,1,1,1
4730,2369.9551386394746,23,1,1,3,1
1157,3566.550872115844,5,1,0,2,1
733,1094.139447048321,2,0,1,2,1
4331,4459.274155593747,15,1,0,2,1
4847,251.0974400938965,14,1,1,0,1
954,2466.6983155871953,7,0,0,2,0
2540,856.0319021578275,8,0,0,1,0
3325,213.69097788707165,3,1,1,4,1
3302,977.6865541127987,12,1,1,2,1
1543,4244.1240464436505,23,1,0,2,1
1192,7878.158625776643,2,1,0,0,1
2994,997.7936351179667,20,1,1,2,1
2682,4350.432083920664,6,0,0,0,0
1218,1425.2897269796329,15,1,1,0,1
1541,2524.723038744802,16,0,1,2,1
3237,92.86587599767385,16,0,1,3,1
2387,1629.7799654359312,18,1,1,3,1
3720,145.4896659088004,19,1,1,1,1
1389,625.638650482964,16,1,0,3,1
1857,1673.1776685488355,23,0,0,2,0
1366,3291.8279619309433,1,0,0,1,0
500,1646.0272520200706,4,0,1,1,1
1681,5503.739026037664,15,1,1,5,1
511,3324.9655596063526,21,1,0,1,1
4313,339.7747163466882,10,0,0,4,0
1325,985.1807543124735,21,1,1,3,1
1156,2208.1670209270774,5,0,0,2,0
1828,5574.382657943902,10,1,0,3,1
3142,8798.893982792812,0,1,0,1,1
3487,2880.9642109914953,18,1,1,1,1
1811,1705.5490861838036,2,0,0,4,0
2924,2826.1778183107563,7,0,1,2,1
2215,638.3081060992616,21,1,1,4,1
4187,667.0416689201077,17,0,0,6,1
714,2124.6533699497954,12,0,0,2,0
3603,4108.882560054694,0,0,0,3,0
4135,7000.4552302270295,19,1,0,1,1
3523,835.0792273663585,16,1,0,1,1
4269,3184.705626012413,4,1,0,2,1
4749,3814.7555705441728,11,0,1,3,1
4850,1951.939455475825,10,0,1,2,1
1244,854.169930757089,23,0,0,0,0
3710,1930.3767713282343,17,0,0,0,0
1082,1756.2993965356043,7,0,1,3,1
456,1865.478062011194,23,0,0,1,0
4925,1931.2782260209208,21,1,0,0,1
895,3755.3955248583748,23,1,0,5,1
1385,372.85558354021754,12,1,1,2,1
1959,915.4986738239718,1,1,0,2,1
3073,1763.786955020481,22,0,1,0,1
1997,666.2732799411625,15,0,1,3,1
4286,7647.394509582526,11,0,1,1,1
505,610.7425752731983,7,0,0,3,0
1215,1268.3565845523376,3,1,0,3,1
1532,4197.086375478834,13,1,0,2,1
3441,166.90161975420983,8,1,0,0,1
824,3437.2559707036776,10,1,1,2,1
929,1692.6357366877387,15,1,0,4,1
134,64.63741865608405,5,0,0,0,0
2106,4664.293364994393,11,0,0,2,0
3628,79.97142913246527,18,1,0,3,1
4781,1448.1111067623892,15,1,1,1,1
1853,100.54814660432999,12,0,1,1,1
4911,147.72390924364484,3,1,1,1,1
4176,4364.354375233479,11,0,1,1,1
2934,2903.377831178453,3,0,1,2,1
3285,438.65461798998547,16,0,1,1,1
4299,1937.6325872999194,13,1,0,0,1
2812,3166.366878719453,16,1,0,2,1
1251,4407.120757008521,0,0,1,2,1
3513,1263.377772555,19,0,1,4,1
1257,4555.782568637153,0,0,1,1,1
3377,1417.9437573236044,21,0,0,2,0
3487,2330.96652565838,1,0,1,1,1
3585,7729.263774662399,16,0,1,3,1
1397,538.2487773160226,22,0,0,3,0
3638,369.09913653639626,21,1,1,1,1
3331,837.1579149098734,0,0,0,3,0
2704,359.20815949193917,11,0,1,2,1
471,668.6050402922729,12,1,0,1,1
1354,2717.2441764202226,13,1,0,2,1
2784,1298.3525959290273,9,0,0,0,0
2832,940.1394052407518,11,1,0,1,1
358,920.0242389586214,21,0,1,1,1
3020,432.6585796893514,17,0,1,3,1
668,1186.2831893942885,6,1,0,1,1
4469,1959.7157628953653,18,0,1,3,1
1146,299.68124351512756,14,1,0,0,1
4186,7210.022531355578,6,1,1,1,1
3720,1171.3899431735126,13,1,1,1,1
2746,5911.520483553055,8,1,0,1,1
540,289.26309057425965,4,0,1,3,1
2780,2915.288185694036,0,0,1,1,1
4965,1922.7752146305547,15,0,0,4,0
4137,3430.3094224772462,4,0,1,2,1
4836,1835.973954145961,23,1,0,2,1
3776,6584.863534987625,7,1,0,2,1
2509,1971.988234271018,18,1,1,1,1
2780,3070.5553329205604,19,1,1,2,1
925,4200.624005559855,11,0,0,1,0
2957,2507.6113222941462,7,1,0,4,1
1582,1485.6694520764104,7,1,1,3,1
3325,637.1544440858557,22,1,0,4,1
4486,3855.0568532382376,5,1,0,8,1
256,1310.0782211317232,19,1,1,2,1
4805,1938.899037449166,8,0,0,1,0
1839,165.08248490249946,1,0,0,2,0
1945,1375.7276168733376,17,0,1,2,1
10,2395.7007959248895,0,1,0,2,1
2872,1754.4857881613482,10,1,1,3,1
798,1190.4258244541093,14,1,0,2,1
4973,505.730074206408,11,1,0,1,1
1016,741.1716493974054,2,0,1,1,1
1825,2412.1123337874956,18,0,0,2,0
4470,507.69706985291384,19,1,1,0,1
3137,1944.2762097018303,18,1,0,4,1
2194,1781.9167092034859,9,0,0,3,0
224,7041.143223808207,15,0,1,6,1
4949,125.41499427186325,5,0,1,1,1
4159,228.85321595033258,8,1,1,3,1
3926,1410.777469732878,7,1,1,2,1
4785,1497.7842127170807,21,1,1,2,1
4001,81.4932838961031,15,0,1,5,1
1634,3495.738820370375,7,1,1,1,1
2153,1365.2989420734048,23,1,0,1,1
511,851.2654687367426,21,0,0,2,0
385,767.9565368909745,17,0,1,2,1
405,3952.430017068017,4,0,0,1,0
4614,438.1359018065368,19,1,1,2,1
4572,349.70155839170275,11,1,1,0,1
2001,479.5078082090797,5,0,0,1,0
2757,1961.7787637826682,1,1,0,0,1
1669,3331.2849751817675,3,1,0,2,1
1461,803.8787430215717,15,1,1,1,1
3637,381.0187669713021,23,0,1,2,1
2725,469.40562486585753,13,0,1,1,1
4810,1930.876757084402,16,0,0,2,0
4179,564.8192623651374,18,0,1,4,1
2049,4195.703653123789,3,1,1,1,1
4147,219.38723424824983,17,1,1,2,1
4781,65.80796228901663,11,0,1,0,1
717,185.06023663162472,1,0,1,2,1
4545,3736.975915020101,5,1,1,1,1
4977,2106.6824451955804,5,1,1,3,1
4584,6328.047812871067,2,0,0,2,0
1824,819.839655116504,7,1,0,0,1
2082,478.23625633233695,11,0,1,1,1
3420,1650.959677912747,2,1,1,0,1
1575,1543.6375335164928,1,0,0,2,0
250,1788.1975510073416,20,1,0,1,1
674,853.9920758588868,22,0,1,3,1
